Rk,Player,From,To,Yrs,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,ID
606,Dmitry Yushkevich,1993,2003,4,215,17,63,80,7,212,11,5,1,4,56,5,2,387,4.4,326,06:05:00 PM,yushkdm01
607,Zarley Zalapski,2000,2000,1,12,0,2,2,0,6,0,0,0,0,2,0,0,6,0,170,02:12:00 PM,zalapza01
608,Yegor Zamula,2021,2024,4,54,3,9,12,9,26,2,1,0,1,8,0,1,42,7.1,825,03:16:00 PM,zamulye01
609,Larry Zeidel,1968,1969,2,66,1,10,11,9,74,1,0,0,1,8,2,0,37,2.7,,,zeidela01
610,Valeri Zelepukin,1999,2000,2,151,27,30,57,-3,103,25,2,0,8,19,11,0,254,10.6,2203,02:35:00 PM,zelepva01
611,Jason Zent,1999,1999,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,02:58:00 AM,zentja01
612,Rob Zettler,1994,1995,2,65,0,5,5,-22,103,0,0,0,0,5,0,0,44,0,,,zettlro01
613,Peter Zezel,1985,1989,5,310,91,169,260,67,230,57,32,2,14,110,55,4,587,15.5,,,zezelpe01
614,Alexei Zhamnov,2004,2004,1,20,5,13,18,7,14,5,0,0,0,9,3,1,33,15.2,371,06:32:00 PM,zhamnal01
615,Nikolai Zherdev,2011,2011,1,56,16,6,22,5,22,15,1,0,1,4,2,0,135,11.9,720,12:51:00 PM,zherdni01
616,Alexei Zhitnik,2007,2007,1,31,3,10,13,-16,38,2,1,0,0,4,5,1,61,4.9,791,25:30:00,zhitnal01
617,Harry Zolnierczyk,2012,2013,2,44,3,4,7,-11,71,3,0,0,0,4,0,0,53,5.7,337,07:39:00 AM,zolniha01
618,Dainius Zubrus,1997,1999,3,200,19,43,62,27,89,16,2,1,7,38,5,0,221,8.6,1753,27:49:00,zubruda01
